MDVP:Fo(Hz),MDVP:Fhi(Hz),MDVP:Flo(Hz),MDVP:Jitter(%),MDVP:Jitter(Abs),MDVP:RAP,MDVP:PPQ,Jitter:DDP,MDVP:Shimmer,MDVP:Shimmer(dB),Shimmer:APQ3,Shimmer:APQ5,MDVP:APQ,Shimmer:DDA,NHR,HNR,RPDE,DFA,spread1,spread2,D2,PPE
233.1869,375.3381,164.4521,0.0032,0.0,0.006,0.0049,0.0032,0.0215,0.3613,0.0206,0.0183,0.0211,0.0354,0.0474,20.72,0.5113,0.7779,-5.9483,0.1085,2.8067,0.158
226.8777,477.5807,229.6491,0.0068,0.0001,0.005,0.0037,0.0135,0.023,0.3542,0.0088,0.007,0.0254,0.069,0.1069,23.1407,0.4759,0.6812,-5.5873,0.2055,2.6301,0.1829
148.2764,320.8367,143.9134,0.0103,0.0,0.0016,0.0043,0.014,0.0329,0.3348,0.0178,0.0142,0.0109,0.0634,0.0118,20.692,0.5059,0.7118,-5.425,0.2135,2.5621,0.0792
120.204,169.7499,228.9144,0.0104,0.0,0.0034,0.0016,0.0167,0.01,0.3161,0.0071,0.0226,0.0096,0.0288,0.0786,20.6333,0.537,0.6333,-6.9968,0.1882,1.7774,0.07
152.1762,377.2281,81.2463,0.0088,0.0,0.0056,0.0039,0.014,0.0355,0.2702,0.0178,0.0115,0.0151,0.0245,0.0764,26.763,0.6032,0.7126,-6.2191,0.1997,1.8711,0.1685
196.9914,443.3612,205.5117,0.0033,0.0,0.0041,0.0018,0.0162,0.0119,0.1746,0.0112,0.0171,0.024,0.0374,0.0063,22.5977,0.5605,0.6271,-7.2369,0.0833,2.2745,0.0872
181.2039,475.7795,152.3725,0.0077,0.0,0.0055,0.0016,0.0103,0.028,0.199,0.0125,0.0191,0.0154,0.0206,0.1013,29.1752,0.553,0.7233,-6.2661,0.0203,2.0362,0.068
146.905,459.7255,209.9762,0.0081,0.0001,0.0055,0.0043,0.0053,0.0331,0.2615,0.0214,0.0187,0.0186,0.0275,0.0481,18.5197,0.2962,0.7129,-6.362,0.24,1.5183,0.1917
115.2611,360.6811,109.3604,0.0091,0.0001,0.003,0.0029,0.006,0.0301,0.3844,0.0213,0.0219,0.022,0.0158,0.0922,28.7726,0.6601,0.66,-6.938,0.0762,2.6556,0.0971
148.8036,432.4875,102.2975,0.0135,0.0,0.0023,0.0017,0.0117,0.0226,0.1532,0.0122,0.0177,0.0184,0.067,0.0908,31.6538,0.4124,0.7823,-5.4153,0.213,2.662,0.2335
245.0859,526.5341,183.7398,0.0025,0.0,0.0053,0.0014,0.0138,0.0249,0.1743,0.0068,0.0184,0.0118,0.0535,0.0806,19.398,0.5931,0.6619,-7.3144,0.2254,2.2148,0.1422
118.9682,324.4095,161.1141,0.0038,0.0,0.0052,0.0033,0.007,0.018,0.0961,0.0118,0.0197,0.016,0.0449,0.0388,25.2741,0.5201,0.6893,-7.7449,0.0729,1.8078,0.1488
193.087,466.812,177.2686,0.0117,0.0,0.0022,0.0011,0.0162,0.0112,0.3115,0.0207,0.0088,0.0251,0.0247,0.0648,32.3465,0.283,0.7643,-6.4299,0.2675,2.6805,0.2274
190.5538,471.6447,92.7357,0.0062,0.0001,0.0037,0.0016,0.007,0.0307,0.2464,0.0048,0.0221,0.021,0.0209,0.0613,20.0166,0.6397,0.6985,-7.953,0.2621,2.0693,0.0471
259.7446,564.134,114.9545,0.0055,0.0,0.0013,0.0042,0.0113,0.0317,0.3394,0.0127,0.0071,0.0138,0.0234,0.0963,30.567,0.5021,0.7048,-6.6783,0.1157,1.4537,0.103
127.4259,142.3419,168.254,0.0076,0.0,0.0029,0.0041,0.0163,0.0126,0.3672,0.0209,0.0217,0.0256,0.032,0.0621,25.9302,0.3285,0.7122,-6.4627,0.1606,1.8591,0.1304
226.587,290.4026,227.9207,0.0087,0.0001,0.0029,0.0017,0.0034,0.0219,0.1805,0.0094,0.0132,0.0261,0.0173,0.0442,31.8307,0.3513,0.6877,-6.7456,0.1181,1.9701,0.2053
169.9145,519.2497,157.6215,0.0126,0.0001,0.005,0.0016,0.0129,0.0298,0.1639,0.005,0.0153,0.0135,0.067,0.0674,25.7282,0.3221,0.6593,-7.5862,0.0361,1.6446,0.1639
202.405,288.9439,79.3519,0.0037,0.0001,0.0036,0.0038,0.0163,0.0277,0.3572,0.0219,0.013,0.0179,0.0514,0.0088,23.1021,0.6441,0.7769,-6.3028,0.1273,2.6887,0.1772
180.4445,508.0275,74.6195,0.0064,0.0001,0.0055,0.0049,0.004,0.0168,0.3162,0.0071,0.0135,0.0253,0.0314,0.0268,23.3209,0.6347,0.7332,-7.2964,0.1507,2.2743,0.1081
149.354,289.9713,168.1891,0.0059,0.0,0.0053,0.0016,0.0054,0.0405,0.386,0.0141,0.0195,0.0202,0.0175,0.0761,31.6657,0.3809,0.6443,-5.7758,0.267,2.4221,0.2209
152.9488,560.3842,78.5483,0.0049,0.0,0.0061,0.0023,0.0181,0.0363,0.179,0.0153,0.0218,0.0229,0.061,0.0049,29.1324,0.4222,0.6764,-7.7832,0.2369,2.4081,0.1787
151.5359,367.4461,154.5867,0.0085,0.0001,0.0021,0.0034,0.006,0.0401,0.2207,0.0145,0.0075,0.0237,0.051,0.051,30.727,0.3419,0.6332,-6.0662,0.0123,2.8717,0.1082
211.12,259.8966,213.8676,0.005,0.0001,0.0057,0.0045,0.0085,0.0195,0.2333,0.0081,0.0196,0.0169,0.0256,0.1019,24.8502,0.4532,0.7841,-7.348,0.0684,2.6762,0.0495
181.2204,226.4279,91.5963,0.0061,0.0,0.001,0.0049,0.0186,0.0344,0.1889,0.0065,0.0137,0.0086,0.0458,0.0505,29.5373,0.4278,0.7069,-5.9659,0.1294,1.544,0.0532
139.3129,234.3163,88.6137,0.0131,0.0,0.0059,0.0054,0.0165,0.0192,0.3557,0.0059,0.0227,0.0092,0.0356,0.098,28.8158,0.5384,0.675,-5.8962,0.0363,2.4487,0.2392
171.0555,466.9747,195.4405,0.0136,0.0001,0.0045,0.0055,0.0169,0.0305,0.2664,0.0216,0.0124,0.0269,0.0384,0.083,31.2509,0.3404,0.7081,-6.9405,0.1987,1.5158,0.0873
232.9703,234.6693,230.3422,0.002,0.0001,0.0036,0.0043,0.0168,0.0403,0.3672,0.0194,0.0123,0.0239,0.0519,0.0956,29.8764,0.3314,0.6556,-5.771,0.1088,2.0274,0.1226
169.8143,325.7364,117.073,0.0057,0.0,0.0012,0.0011,0.0103,0.0339,0.1122,0.0157,0.0209,0.013,0.0567,0.0143,25.2601,0.2719,0.6556,-5.4159,0.0854,2.3136,0.2519
226.2535,123.8723,214.3223,0.0064,0.0,0.0024,0.0039,0.0053,0.0105,0.3188,0.0087,0.0184,0.0079,0.0621,0.0043,32.2588,0.2665,0.7012,-7.5508,0.0783,1.7099,0.1383
231.332,409.4566,225.446,0.0112,0.0001,0.0038,0.0012,0.0064,0.0347,0.3918,0.0205,0.0093,0.026,0.0479,0.083,24.8192,0.513,0.7728,-5.5124,0.0536,2.3646,0.1766
254.9507,193.5946,178.353,0.0125,0.0,0.0028,0.0028,0.0051,0.0279,0.2883,0.0165,0.0234,0.0083,0.0152,0.0998,29.6165,0.6375,0.7228,-6.032,0.2201,2.5064,0.1988
250.0094,289.0366,236.2122,0.0095,0.0001,0.0043,0.0032,0.004,0.0279,0.1643,0.0198,0.0248,0.024,0.0456,0.0875,27.7311,0.3991,0.7205,-5.8285,0.1327,2.8756,0.2334
238.9192,481.4313,109.2828,0.0046,0.0,0.0037,0.0015,0.01,0.0407,0.3168,0.019,0.0206,0.0235,0.0612,0.0507,30.4927,0.447,0.7327,-6.7469,0.2316,1.5652,0.0494
151.2797,139.5186,211.9846,0.0033,0.0,0.004,0.0039,0.0133,0.0349,0.0925,0.0048,0.0169,0.0243,0.0293,0.0878,30.2881,0.3538,0.738,-7.803,0.277,1.4433,0.179
195.0561,290.3421,206.0796,0.0074,0.0001,0.0047,0.0052,0.0052,0.0121,0.1818,0.0125,0.0193,0.0222,0.0228,0.0068,19.5804,0.6177,0.743,-6.6341,0.2235,2.4848,0.114
256.8728,208.9897,83.7706,0.0028,0.0,0.0022,0.0041,0.01,0.0409,0.1515,0.0182,0.0215,0.0199,0.0497,0.0688,19.2721,0.4144,0.7226,-6.0025,0.156,1.7159,0.2344
188.6764,274.0266,237.9841,0.0083,0.0,0.0052,0.0051,0.0113,0.0321,0.349,0.0069,0.023,0.0117,0.0451,0.0207,28.0258,0.6128,0.7057,-5.4868,0.0457,1.6308,0.1409
225.1507,455.8905,82.1079,0.0025,0.0001,0.0028,0.0021,0.0045,0.0395,0.3537,0.0181,0.0105,0.0202,0.0309,0.0991,26.8266,0.312,0.6528,-7.3131,0.1529,2.6469,0.1098
129.2898,321.5742,101.3139,0.0026,0.0,0.0035,0.0017,0.017,0.0148,0.2529,0.0222,0.016,0.0119,0.0405,0.0789,30.9195,0.5332,0.6992,-7.0177,0.2058,1.5285,0.1656
162.4965,159.9333,115.8998,0.0085,0.0,0.0042,0.0053,0.0132,0.0338,0.1036,0.0193,0.0082,0.0117,0.0386,0.0515,24.7441,0.5159,0.6865,-6.865,0.1413,2.5783,0.1862
251.3564,310.2724,124.642,0.0022,0.0,0.0045,0.0011,0.0153,0.0302,0.1202,0.0153,0.0233,0.0182,0.0684,0.0457,31.0335,0.3514,0.7316,-7.1159,0.033,2.8732,0.0701
160.0772,152.0774,142.2885,0.0125,0.0001,0.0041,0.0052,0.0079,0.0306,0.2215,0.0164,0.0115,0.0102,0.0211,0.0768,29.8774,0.3124,0.7104,-6.1859,0.0637,2.6291,0.1952
215.5488,196.9285,180.6182,0.0105,0.0001,0.0039,0.0053,0.0179,0.0288,0.3317,0.0153,0.0216,0.0259,0.0676,0.0703,28.0463,0.5729,0.6935,-5.8825,0.176,2.4859,0.1276
116.8362,497.5253,103.7066,0.0028,0.0,0.0014,0.0019,0.0123,0.0401,0.2189,0.019,0.012,0.0218,0.0507,0.062,26.9102,0.3637,0.6524,-6.6459,0.1708,1.8941,0.0814
129.8431,365.3551,97.1497,0.0119,0.0,0.0038,0.0021,0.0141,0.0233,0.128,0.0132,0.0233,0.009,0.0695,0.0561,30.5704,0.4992,0.7715,-6.5654,0.169,2.8558,0.139
200.9154,146.6202,165.1272,0.0082,0.0,0.0045,0.0042,0.0028,0.0107,0.365,0.0099,0.0154,0.0219,0.0397,0.0538,22.0626,0.3498,0.733,-6.2878,0.0856,1.7336,0.051
216.3431,311.4095,202.2662,0.0024,0.0001,0.0027,0.0013,0.0045,0.019,0.1545,0.0139,0.0234,0.0271,0.0492,0.0223,20.2729,0.3163,0.764,-6.0268,0.1994,1.5355,0.0548
178.7323,356.3746,189.9118,0.0076,0.0,0.0035,0.0042,0.0132,0.0353,0.1494,0.0208,0.0221,0.0124,0.0426,0.0094,28.8732,0.4246,0.7667,-7.3964,0.1541,2.8409,0.1614
121.7149,221.7595,210.3073,0.0081,0.0,0.0043,0.0042,0.014,0.0353,0.2339,0.0092,0.018,0.0268,0.0464,0.0517,26.0202,0.4458,0.6569,-7.0213,0.1012,1.6763,0.1075
208.7774,131.9834,169.3405,0.0074,0.0,0.0045,0.0014,0.0114,0.016,0.2358,0.0067,0.0173,0.0108,0.0254,0.0617,21.2019,0.6137,0.7426,-6.2628,0.267,1.8781,0.1769
208.7932,506.049,156.2763,0.0123,0.0001,0.0026,0.0054,0.0037,0.0404,0.2256,0.0195,0.0216,0.0251,0.0378,0.0406,23.8832,0.457,0.6925,-7.54,0.0938,2.6339,0.2187
185.601,450.1668,190.4521,0.0091,0.0001,0.0034,0.0033,0.009,0.0327,0.3324,0.0138,0.0069,0.0161,0.0405,0.0849,29.8114,0.3794,0.63,-7.2086,0.0324,2.1252,0.1439
235.4693,351.8215,221.982,0.0052,0.0,0.0033,0.0054,0.0093,0.0119,0.1847,0.0093,0.0062,0.0189,0.0539,0.0042,27.4857,0.6153,0.6407,-7.148,0.2069,2.4594,0.0513
256.3127,294.6834,210.4643,0.004,0.0001,0.002,0.0033,0.0145,0.0189,0.2998,0.017,0.0161,0.015,0.0277,0.0787,21.8713,0.6267,0.6337,-7.8636,0.155,2.802,0.1556
144.471,476.7052,121.1682,0.0018,0.0001,0.0062,0.0022,0.0086,0.0134,0.1305,0.0194,0.0115,0.0125,0.0492,0.0686,18.2222,0.5733,0.7488,-5.7664,0.1412,1.8797,0.2516
118.416,467.0671,92.4028,0.0061,0.0,0.0062,0.0036,0.016,0.0372,0.317,0.0054,0.0108,0.021,0.0488,0.0174,23.4031,0.6044,0.7233,-7.1595,0.2243,1.4926,0.1999
212.7803,139.4012,238.3542,0.0132,0.0,0.0013,0.0044,0.0045,0.0289,0.2335,0.0205,0.018,0.0219,0.07,0.056,22.2449,0.3686,0.6369,-5.3787,0.2875,2.567,0.1447
156.3358,377.5738,195.3914,0.0118,0.0001,0.0012,0.0039,0.0135,0.0151,0.1882,0.0188,0.0078,0.0134,0.0619,0.0437,23.3236,0.4654,0.6999,-6.5403,0.1564,1.7134,0.2333
204.9948,205.8627,208.0413,0.004,0.0,0.0022,0.0011,0.014,0.0312,0.179,0.0101,0.0206,0.0266,0.0465,0.0421,30.1581,0.4797,0.7414,-7.7953,0.0717,2.8207,0.0639
153.9014,199.5221,189.1222,0.0042,0.0001,0.0018,0.0015,0.0065,0.0362,0.3901,0.0099,0.0112,0.0096,0.0189,0.0145,26.246,0.6218,0.6728,-6.4964,0.1018,2.6793,0.1562
257.2412,385.516,125.9639,0.0102,0.0,0.0016,0.0027,0.0165,0.0191,0.319,0.0147,0.0164,0.0099,0.0238,0.0407,22.4174,0.5846,0.6375,-7.6382,0.2848,2.353,0.1135
123.4585,368.9998,105.7623,0.0054,0.0,0.0044,0.0048,0.0078,0.0356,0.1155,0.0208,0.0085,0.0095,0.0372,0.0232,30.9781,0.3818,0.6754,-5.3675,0.2111,2.0315,0.2108
199.2674,330.1472,107.9516,0.0038,0.0,0.0037,0.0035,0.0162,0.0323,0.2863,0.017,0.0243,0.0222,0.0435,0.058,19.6669,0.4244,0.7453,-6.5016,0.1343,1.7045,0.1234
191.2181,575.3035,238.4516,0.0091,0.0001,0.005,0.0029,0.0108,0.0096,0.1848,0.0169,0.0163,0.0214,0.0497,0.032,23.5179,0.5498,0.6522,-7.2622,0.2617,1.4766,0.1585
240.5148,173.7382,99.7175,0.0055,0.0,0.0051,0.0022,0.0041,0.0249,0.0962,0.0061,0.0248,0.0188,0.064,0.0222,23.1912,0.3117,0.6763,-5.4437,0.072,1.6296,0.1254
216.7368,307.0038,112.1506,0.0057,0.0001,0.0036,0.0047,0.0113,0.0209,0.3742,0.0173,0.0198,0.0185,0.0173,0.0333,31.6883,0.4361,0.6798,-5.7363,0.2802,2.162,0.1694
154.6373,546.1997,161.9612,0.0133,0.0001,0.004,0.0024,0.0036,0.0262,0.0853,0.0097,0.0204,0.0124,0.0657,0.0383,24.2681,0.344,0.6917,-6.3573,0.1716,2.5542,0.0591
201.3557,420.7485,114.9551,0.005,0.0001,0.0013,0.0016,0.0039,0.029,0.2416,0.0076,0.0224,0.0075,0.0467,0.0818,24.0394,0.6309,0.6675,-5.9375,0.2137,2.3339,0.2154
244.5374,335.5198,77.2371,0.0087,0.0,0.0013,0.0034,0.0029,0.0354,0.1974,0.0106,0.0235,0.0271,0.0537,0.0939,19.2357,0.5982,0.7426,-6.7215,0.2352,1.6345,0.2414
164.682,250.8524,86.3732,0.0048,0.0001,0.0043,0.0013,0.0137,0.0291,0.2021,0.0105,0.0072,0.0141,0.0465,0.0206,26.8249,0.2954,0.7062,-5.2455,0.1113,2.7554,0.1456
238.8896,173.1555,79.1615,0.0099,0.0,0.0037,0.0029,0.0073,0.0152,0.3134,0.0158,0.007,0.0166,0.019,0.0359,29.2126,0.5864,0.75,-5.7733,0.0844,2.6144,0.1899
152.0295,561.8296,234.8655,0.0033,0.0001,0.0018,0.0049,0.0084,0.0229,0.2814,0.0119,0.0231,0.0219,0.0597,0.0113,32.4719,0.5657,0.6585,-6.1617,0.2803,2.7629,0.2229
186.891,342.5033,98.4385,0.0102,0.0001,0.0011,0.0043,0.0053,0.024,0.2964,0.0101,0.0106,0.0095,0.0264,0.0403,26.0366,0.5103,0.7142,-5.2969,0.2265,2.6235,0.052
225.3187,418.1584,139.3881,0.0136,0.0,0.0029,0.0025,0.0054,0.0119,0.1158,0.0183,0.02,0.0218,0.0531,0.0698,21.9888,0.654,0.6414,-5.7173,0.1273,1.4839,0.1341
216.2674,386.978,96.2177,0.0064,0.0001,0.0023,0.0056,0.0071,0.022,0.3577,0.006,0.0084,0.0215,0.0471,0.006,25.3452,0.3835,0.7463,-7.3167,0.0927,2.1536,0.2383
257.2657,180.1055,176.8943,0.0041,0.0,0.0055,0.005,0.0077,0.0321,0.4046,0.0137,0.0201,0.0218,0.0201,0.0302,20.9644,0.3755,0.7039,-5.7199,0.0932,2.1321,0.1091
112.3152,202.5337,149.3465,0.009,0.0001,0.0034,0.0031,0.0028,0.0241,0.354,0.02,0.0215,0.011,0.0298,0.0975,21.4666,0.571,0.6938,-7.4416,0.0602,1.7022,0.2456
172.4751,180.0361,132.9804,0.008,0.0001,0.0044,0.0022,0.0176,0.0167,0.254,0.0135,0.0077,0.0242,0.0152,0.0069,20.357,0.6255,0.6573,-5.5564,0.1215,2.7849,0.2182
113.4362,466.7931,143.7804,0.0077,0.0,0.0012,0.004,0.0187,0.0286,0.1139,0.0123,0.0071,0.0271,0.0397,0.0109,31.57,0.3015,0.6956,-6.1712,0.028,1.7299,0.1031
144.9248,539.2588,219.0648,0.0037,0.0,0.0034,0.0014,0.011,0.0405,0.3198,0.0167,0.0137,0.0094,0.0242,0.1069,18.7668,0.5162,0.7451,-6.9018,0.1302,1.739,0.1357
246.9246,469.9584,136.3872,0.0109,0.0,0.0012,0.0037,0.0148,0.0203,0.3817,0.0182,0.0176,0.0135,0.046,0.1049,29.6266,0.6381,0.7789,-7.5819,0.1075,1.4304,0.0646
241.28,478.0208,213.3346,0.005,0.0,0.0014,0.0042,0.0054,0.0184,0.3616,0.0189,0.0067,0.0201,0.0666,0.0984,23.0801,0.6397,0.716,-7.6497,0.2159,2.8704,0.0732
181.18,163.437,102.1856,0.0068,0.0001,0.0012,0.0017,0.014,0.0168,0.2374,0.0176,0.0158,0.0207,0.0479,0.065,25.7674,0.5312,0.7774,-6.4091,0.0397,1.9728,0.1388
243.5465,475.0899,187.1649,0.0052,0.0001,0.0016,0.0038,0.0105,0.0232,0.2426,0.0149,0.0198,0.0233,0.0326,0.1024,19.042,0.26,0.7827,-7.355,0.1524,2.6492,0.2269
241.1576,197.998,189.5844,0.0132,0.0001,0.002,0.002,0.0163,0.0336,0.3982,0.0077,0.0062,0.0184,0.0563,0.078,23.498,0.4974,0.6793,-5.3605,0.0206,2.5249,0.1725
170.7915,408.7576,138.2783,0.003,0.0,0.0021,0.0033,0.0159,0.0399,0.2496,0.0058,0.012,0.0072,0.0206,0.0648,20.935,0.5989,0.7021,-5.3952,0.1478,1.6152,0.1597
254.9544,181.4574,197.9046,0.0124,0.0,0.0051,0.0049,0.0091,0.0311,0.3004,0.0168,0.0104,0.023,0.0553,0.0292,19.4562,0.4923,0.6473,-5.8398,0.1821,1.4562,0.2317
154.4818,536.5306,75.5604,0.002,0.0,0.0043,0.0024,0.0114,0.0326,0.1996,0.0137,0.0206,0.0183,0.0503,0.1035,20.8441,0.6107,0.6549,-7.793,0.1812,2.5783,0.0718
170.581,523.1895,206.8845,0.0098,0.0,0.0033,0.0044,0.0172,0.024,0.318,0.0116,0.0122,0.0117,0.033,0.0417,22.0342,0.3006,0.7073,-5.7121,0.0989,1.8267,0.0739
223.9128,142.0843,221.0151,0.0028,0.0001,0.0009,0.0052,0.0161,0.0372,0.2506,0.0196,0.0146,0.0231,0.0171,0.0834,22.7989,0.5042,0.6473,-7.767,0.2749,2.6107,0.0539
250.9532,418.627,143.444,0.0125,0.0,0.0058,0.0048,0.0132,0.0336,0.1131,0.0066,0.008,0.0219,0.0493,0.076,22.4866,0.3194,0.7587,-6.2493,0.1864,2.2585,0.202
221.2711,437.7281,206.0622,0.0026,0.0001,0.0049,0.0034,0.0134,0.0236,0.1571,0.0118,0.0154,0.0191,0.0378,0.0009,33.0193,0.4813,0.7378,-6.8226,0.2915,2.1498,0.0952
162.0657,581.2362,199.9191,0.0029,0.0,0.0039,0.0015,0.0073,0.0406,0.4032,0.0064,0.0173,0.0209,0.0611,0.0991,25.9847,0.4466,0.6292,-5.8028,0.2841,1.8334,0.0583
125.3398,589.5008,74.6899,0.0102,0.0,0.0046,0.0013,0.0141,0.0186,0.1271,0.022,0.0094,0.0206,0.051,0.1053,29.2241,0.427,0.6999,-5.3311,0.2839,2.7199,0.2416
165.0649,213.2481,231.588,0.0077,0.0,0.0025,0.0037,0.0161,0.0173,0.3953,0.0081,0.0062,0.0143,0.0491,0.0922,25.0281,0.5058,0.7527,-7.1121,0.2704,1.7374,0.1986
252.2289,207.6494,220.1387,0.0047,0.0,0.0053,0.0039,0.0079,0.0353,0.3297,0.0096,0.0209,0.0225,0.0515,0.0525,26.4068,0.375,0.6794,-7.8651,0.2445,2.7049,0.122
133.8306,190.9529,98.4559,0.0074,0.0,0.0055,0.003,0.0032,0.031,0.1078,0.0067,0.0171,0.0083,0.0196,0.0629,19.5657,0.4867,0.6895,-7.0703,0.1331,2.7779,0.2432
119.2844,363.3607,182.7399,0.0101,0.0001,0.0045,0.004,0.0186,0.0349,0.3937,0.017,0.0237,0.021,0.0431,0.0686,29.4162,0.3592,0.7282,-7.3033,0.2261,2.7777,0.2014
123.4996,314.9669,109.9581,0.0024,0.0001,0.0012,0.0034,0.0034,0.0324,0.2089,0.0095,0.0233,0.0139,0.0265,0.0722,30.6751,0.3824,0.6992,-6.4812,0.2144,2.0639,0.1179
114.9815,574.9166,180.5452,0.0115,0.0001,0.0012,0.0029,0.0037,0.0312,0.2257,0.0052,0.0144,0.0233,0.021,0.1034,23.429,0.3008,0.7723,-6.8584,0.2894,2.6201,0.1889
192.9949,498.9321,80.9066,0.0104,0.0001,0.0056,0.0044,0.0135,0.0102,0.1913,0.0143,0.0213,0.01,0.0352,0.0917,32.5418,0.3885,0.7604,-6.2304,0.068,2.0907,0.0856
221.87,189.618,83.1918,0.0043,0.0,0.0025,0.0015,0.0032,0.0203,0.178,0.0195,0.0212,0.0271,0.0516,0.0832,19.8263,0.3601,0.6289,-7.7073,0.2399,1.7434,0.1666
142.8828,371.2989,163.6497,0.0046,0.0001,0.001,0.0037,0.0058,0.0293,0.1308,0.0222,0.0245,0.0247,0.0361,0.0457,21.0494,0.2717,0.7409,-6.7367,0.0364,2.3197,0.1573
248.0431,485.6321,78.1244,0.0063,0.0,0.0018,0.0042,0.0134,0.0287,0.2969,0.0107,0.0108,0.0183,0.0461,0.0468,28.0703,0.5672,0.7691,-7.1133,0.0726,2.5332,0.1138
233.6045,488.4985,139.6875,0.0044,0.0001,0.0052,0.0047,0.007,0.0241,0.3607,0.022,0.012,0.0247,0.0308,0.0506,20.8289,0.3307,0.7649,-6.5832,0.0657,2.8279,0.2237
242.5195,161.0384,76.8939,0.0021,0.0001,0.0027,0.0024,0.0103,0.0281,0.3755,0.0086,0.0082,0.0122,0.0279,0.1004,30.7906,0.519,0.7388,-7.2618,0.1817,2.2414,0.2446
224.0099,312.7774,141.1739,0.008,0.0001,0.0055,0.0039,0.0089,0.022,0.1637,0.0063,0.0236,0.0117,0.0613,0.0311,31.4613,0.3499,0.628,-7.7921,0.2542,2.3724,0.1227
203.1918,277.235,193.0153,0.0103,0.0001,0.005,0.0025,0.0125,0.01,0.2564,0.0224,0.0214,0.0237,0.0414,0.0294,30.2176,0.3075,0.6295,-7.8624,0.2582,1.6195,0.1456
124.2203,136.8101,176.5266,0.0098,0.0001,0.0061,0.003,0.014,0.0337,0.1663,0.0212,0.0153,0.0269,0.0499,0.0698,27.14,0.3479,0.7038,-6.6523,0.0725,2.5047,0.2493
213.5581,445.4755,151.7419,0.0038,0.0,0.0021,0.0033,0.0135,0.0207,0.127,0.023,0.014,0.0094,0.0267,0.0139,24.7527,0.4503,0.7342,-5.6065,0.118,2.23,0.0542
253.0933,243.0403,86.4211,0.009,0.0,0.0015,0.0044,0.0051,0.0331,0.2689,0.0094,0.0236,0.0257,0.0153,0.103,21.4696,0.2997,0.6753,-5.4086,0.0847,2.3564,0.1457
220.3584,144.5968,205.2041,0.0136,0.0,0.0043,0.0013,0.0088,0.034,0.3169,0.0115,0.0228,0.0257,0.0428,0.0277,19.2429,0.645,0.7749,-6.7194,0.2286,2.6465,0.1876
201.8743,585.2743,231.6126,0.0069,0.0001,0.0058,0.0056,0.0074,0.0266,0.3005,0.0212,0.0194,0.0133,0.0248,0.0375,30.7734,0.6213,0.7785,-5.5564,0.1285,2.3434,0.0803
244.4852,573.9441,167.0092,0.0076,0.0,0.0054,0.0037,0.0171,0.016,0.1438,0.0092,0.0184,0.0145,0.0343,0.028,28.1708,0.6368,0.7394,-6.7424,0.1289,2.3459,0.2106
192.8035,364.6846,146.751,0.004,0.0,0.0023,0.0034,0.003,0.0138,0.3306,0.0097,0.0209,0.0153,0.0661,0.0122,24.8121,0.341,0.6426,-7.2541,0.0557,1.5229,0.1705
173.0509,467.9191,195.3422,0.0124,0.0,0.0012,0.0049,0.004,0.0386,0.0885,0.0091,0.0169,0.0087,0.0432,0.097,27.6417,0.6375,0.6508,-6.2602,0.0162,1.655,0.2096
133.0669,397.8044,213.2247,0.009,0.0,0.0022,0.0041,0.0157,0.0213,0.2969,0.0071,0.0163,0.0072,0.0552,0.0311,21.4107,0.3141,0.7743,-6.5212,0.1833,1.5093,0.0664
161.7594,547.9405,182.4114,0.0027,0.0,0.004,0.0044,0.0181,0.033,0.2314,0.0139,0.013,0.0175,0.0141,0.0027,23.7047,0.485,0.7385,-5.5061,0.159,1.5168,0.1253
202.0585,383.7303,193.4883,0.0064,0.0,0.002,0.0042,0.0112,0.0264,0.1558,0.012,0.0202,0.024,0.0259,0.0541,32.8188,0.6054,0.6915,-7.0197,0.1401,1.8845,0.1885
224.0029,450.4976,95.3545,0.0078,0.0,0.0047,0.005,0.0156,0.0228,0.1163,0.0154,0.0099,0.0213,0.0361,0.0096,21.6898,0.4489,0.6476,-6.8839,0.0659,1.8059,0.1331
236.8956,513.6679,169.4008,0.0114,0.0001,0.0013,0.0014,0.0088,0.0226,0.236,0.0051,0.0067,0.0243,0.0392,0.043,29.9872,0.5535,0.6907,-7.3342,0.0311,2.2914,0.1471
164.2093,317.3484,225.9125,0.0081,0.0,0.0057,0.0033,0.014,0.0224,0.3712,0.0163,0.0163,0.0242,0.0592,0.0264,21.6614,0.3781,0.6717,-7.3176,0.2844,2.2031,0.2203
228.1549,264.4794,93.4864,0.003,0.0,0.0047,0.0013,0.016,0.0409,0.2109,0.0115,0.0071,0.0241,0.0329,0.1003,19.5944,0.6464,0.7237,-5.915,0.2154,2.3789,0.1156
161.4132,401.5986,127.9578,0.0023,0.0,0.0044,0.0037,0.0149,0.0282,0.335,0.0152,0.0076,0.0245,0.0509,0.059,28.2426,0.4276,0.6447,-7.9204,0.0895,1.4999,0.2063
143.7932,278.6756,86.5574,0.003,0.0001,0.0045,0.0047,0.0066,0.0397,0.2389,0.0049,0.0217,0.0161,0.027,0.093,26.5044,0.6092,0.7833,-5.9682,0.2833,1.7058,0.1873
235.583,220.4682,76.6582,0.0035,0.0,0.0015,0.0022,0.0084,0.0303,0.1241,0.021,0.0098,0.0151,0.0474,0.0987,18.9425,0.4148,0.6317,-7.3535,0.1964,2.292,0.1981
